number of equals = 2057
number of contains = 361
Kind of Match	Subject	Relation	Object	Sentence	Context
Contains	http://dbpedia.org/resource/Jake_Humphrey	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	Humphrey has also co-hosted **BBC** Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for **BBC** One and This Morning for ITV.	Jacob John "Jake" Humphrey (born 7 October 1978) is an English television presenter and journalist, best known for presenting BBC Sport's coverage of Formula One from 2009 until 2012. He is the main presenter of BT Sport football coverage and Director of Whisper Films. Humphrey's career in television began after leaving school. His first work for the BBC was for their children's channel CBBC, although a switch to sport from 2006 saw him become the youngest ever host of their football shows Football Focus, and later Match of the Day and Final Score. While continuing as a guest presenter on those shows, he also went on to present BBC coverage of international football. Outside of football, he has also presented BBC coverage of the Commonwealth Games and Summer Olympics, and of American Football in the Super Bowl and NFL International Series. He began presenting Formula One after the BBC regained the rights from ITV. Humphrey has also co-hosted BBC Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for BBC One and This Morning for ITV.	
Contains	http://dbpedia.org/resource/Jake_Humphrey	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	Humphrey has also co-hosted **BBC** Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for **BBC** One and This Morning for ITV.	Jacob John "Jake" Humphrey (born 7 October 1978) is an English television presenter and journalist, best known for presenting BBC Sport's coverage of Formula One from 2009 until 2012. He is the main presenter of BT Sport football coverage and Director of Whisper Films. Humphrey's career in television began after leaving school. His first work for the BBC was for their children's channel CBBC, although a switch to sport from 2006 saw him become the youngest ever host of their football shows Football Focus, and later Match of the Day and Final Score. While continuing as a guest presenter on those shows, he also went on to present BBC coverage of international football. Outside of football, he has also presented BBC coverage of the Commonwealth Games and Summer Olympics, and of American Football in the Super Bowl and NFL International Series. He began presenting Formula One after the BBC regained the rights from ITV. Humphrey has also co-hosted BBC Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for BBC One and This Morning for ITV.	
Equal	http://dbpedia.org/resource/Jake_Humphrey	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	He began presenting Formula One after the **BBC** regained the rights from ITV.	Jacob John "Jake" Humphrey (born 7 October 1978) is an English television presenter and journalist, best known for presenting BBC Sport's coverage of Formula One from 2009 until 2012. He is the main presenter of BT Sport football coverage and Director of Whisper Films. Humphrey's career in television began after leaving school. His first work for the BBC was for their children's channel CBBC, although a switch to sport from 2006 saw him become the youngest ever host of their football shows Football Focus, and later Match of the Day and Final Score. While continuing as a guest presenter on those shows, he also went on to present BBC coverage of international football. Outside of football, he has also presented BBC coverage of the Commonwealth Games and Summer Olympics, and of American Football in the Super Bowl and NFL International Series. He began presenting Formula One after the BBC regained the rights from ITV. Humphrey has also co-hosted BBC Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for BBC One and This Morning for ITV.	
Contains	http://dbpedia.org/resource/Jake_Humphrey	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	While continuing as a guest presenter on those shows, he also went on to present **BBC** coverage of international football.	Jacob John "Jake" Humphrey (born 7 October 1978) is an English television presenter and journalist, best known for presenting BBC Sport's coverage of Formula One from 2009 until 2012. He is the main presenter of BT Sport football coverage and Director of Whisper Films. Humphrey's career in television began after leaving school. His first work for the BBC was for their children's channel CBBC, although a switch to sport from 2006 saw him become the youngest ever host of their football shows Football Focus, and later Match of the Day and Final Score. While continuing as a guest presenter on those shows, he also went on to present BBC coverage of international football. Outside of football, he has also presented BBC coverage of the Commonwealth Games and Summer Olympics, and of American Football in the Super Bowl and NFL International Series. He began presenting Formula One after the BBC regained the rights from ITV. Humphrey has also co-hosted BBC Sports Personality of the Year, and has guest presented non-sports programmes such as The One Show for BBC One and This Morning for ITV.	
Contains	http://dbpedia.org/resource/John_Torode	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	After first appearing on television on ITV1's This Morning, he started presenting a revamped MasterChef on **BBC** One in 2005.	John Douglas Torode (born 23 July 1965) is an Australian celebrity chef. He moved to the UK in the 1990s and began working at Conran Group's restaurants. After first appearing on television on ITV1's This Morning, he started presenting a revamped MasterChef on BBC One in 2005. He is a restaurateur; former owner of the Luxe and a second restaurant, Smiths of Smithfield. He has written a number of cookbooks.	
Contains	http://dbpedia.org/resource/Matt_Allwright	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	Matthew "Matt" Allwright (born 14 April 1970) is an English television presenter and journalist who specialises in consumer affairs, best known for presenting shows such as Watchdog, Rogue Traders, Food Inspectors and Fake Britain for **BBC** One as well as The One Show.	Matthew "Matt" Allwright (born 14 April 1970) is an English television presenter and journalist who specialises in consumer affairs, best known for presenting shows such as Watchdog, Rogue Traders, Food Inspectors and Fake Britain for BBC One as well as The One Show.	
Equal	http://dbpedia.org/resource/Angela_Scanlon	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	Angela Scanlon (born 29 December 1983) is an Irish television presenter, broadcaster and journalist for RTÉ and the **BBC**.	Angela Scanlon (born 29 December 1983) is an Irish television presenter, broadcaster and journalist for RTÉ and the BBC. She initially broadcast on Irish television, presenting a number of programmes on RTE including documentary Oi Ginger! in 2013. In 2016 she appeared as a reporter on The One Show, and presented in the absence of Alex Jones in episodes in June and September. In July she undertook her first role on a major British show as a co-host of Robot Wars with Dara Ó Briain.	
Equal	http://dbpedia.org/resource/David_Coleman	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	David Robert Coleman OBE (26 April 1926 – 21 December 2013) was an British sports commentator and TV presenter who worked for the **BBC** for 46 years.	David Robert Coleman OBE (26 April 1926 – 21 December 2013) was an British sports commentator and TV presenter who worked for the BBC for 46 years. He covered eleven Summer Olympic Games from 1960 to 2000 and six football World Cups. Coleman presented some of the BBC's leading sporting programmes, including Grandstand and Sportsnight, and was the host of A Question of Sport for 18 years. He retired from the BBC in 2000. Later that year he became the first broadcaster to receive the Olympic Order award, in recognition of his contribution to the Olympic movement.	
Equal	http://dbpedia.org/resource/Barbara_Plett	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC	She has worked for the **BBC** in Jerusalem, Islamabad and the United Nations.	Barbara Plett-Usher is a Canadian born UK journalist with experience in the Middle East and the UN. She has worked for the BBC in Jerusalem, Islamabad and the United Nations.	
Contains	http://dbpedia.org/resource/Samir_Bhatia	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Barclays	Samir is a Chartered Accountant and a Cost Accountant, and has worked with companies such as Citibank, HDFC Bank, **Barclays** Bank and Equifax.	Samir Bhatia is an Indian entrepreneur and is the Founder and CEO of SMEcorner.com. Samir is a Chartered Accountant and a Cost Accountant, and has worked with companies such as Citibank, HDFC Bank, Barclays Bank and Equifax.	
Equal	http://dbpedia.org/resource/Andrew_W._Needham	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Cravath,_Swaine_&_Moore		Andrew W. Needham is a prominent American tax lawyer. He is a partner at Cravath, Swaine & Moore. He entered the prestigious law firm as a rare lateral partner in 2005 from Willkie Farr & Gallagher. Needham was among the Cravath partners who advised Johnson & Johnson in its 2011 purchase of Synthes, Inc. for $21.3 billion. The purchase of Synthes is the largest acquisition by Johnson & Johnson in its entire 125-year history. A native of Albany, New York, Needham attended the University of Arizona, receiving his B.A. in 1982. He earned his J.D. from Georgetown University Law Center in 1986, as well as his Master of Laws in Taxation LL.M. in 1990. Needham also holds an M.B.A. from the Wharton School. Needham became a partner at Willkie Farr & Gallagher in 1997. In 2005, he was hired as lateral partner by Cravath, Swaine & Moore. He was the firm's first true lateral partner in more than six decades, since Roswell Magill, a former Treasury Department official, who became a Cravath tax partner in 1943.	
Equal	http://dbpedia.org/resource/Charlie_Hughes	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Peavey_Electronics	Hughes first worked for **Peavey Electronics** designing loudspeakers and horns where he was granted a patent for the Quadratic-Throat Waveguide horn used in concert loudspeakers.	Charles Emory "Charlie" Hughes II (born February 13, 1965) is an American inventor and audio engineer. He is known for his work on loudspeaker design, and the measurement of professional audio sound systems. Hughes first worked for Peavey Electronics designing loudspeakers and horns where he was granted a patent for the Quadratic-Throat Waveguide horn used in concert loudspeakers. He worked for Altec Lansing for two years as chief engineer for the pro audio division and was granted two more patents. Currently, Hughes designs loudspeakers and performs contract engineering for Excelsior Audio as co-owner. He is an expert consultant in audio measurement and analysis software and systems. He has led committees in prominent standards organizations to develop technical standards for the measurement, modeling and production of audio equipment.	
Equal	http://dbpedia.org/resource/Robert_Gottlieb	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Simon_&_Schuster		Robert Gottlieb was born in New York City in 1931 and grew up in Manhattan. During his childhood, he "was your basic, garden-variety, ambitious, upwardly mobile, hard-working Jewish boy from Brooklyn. I was bound to go beyond my parents. It was simply the way things were.” Gottlieb graduated from Columbia University in 1952, and spent two years at Cambridge University. before joining Simon & Schuster in 1955	
Contains	http://dbpedia.org/resource/Ted_Kravitz	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Sky_Sports	Ted Kravitz (born Theodore Joseph Nathaniel Slotover 21 March 1974 in Hammersmith, London) is a British Formula One pit-lane reporter working on **Sky Sports** F1.	Ted Kravitz (born Theodore Joseph Nathaniel Slotover 21 March 1974 in Hammersmith, London) is a British Formula One pit-lane reporter working on Sky Sports F1.	
Equal	http://dbpedia.org/resource/Thomas_L._Dunne	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/St._Martin's_Press		Thomas L. Dunne (born July 30, 1946) is an American book publisher. He holds the title of publisher at Thomas Dunne Books, founded in 1986, and is an executive Vice President at St. Martin's Press where he has worked since 1971. Known for his "breezy" and "irreverent" attitude, Mr. Dunne has developed a reputation as a mentor to young editors while creating one of St. Martin's most profitable imprints.	
Equal	http://dbpedia.org/resource/Joshua_Dziabiak	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/The_Zebra	He served as the company's chief executive officer until 2012 when he stepped down to join **The Zebra**.	Joshua Dziabiak (born 1987) is an American entrepreneur and business executive. He is co-founder and chief operating officer at The Zebra, the car insurance comparison marketplace. He founded Media Catch, a website design and hosting company, at the age of 14, and sold the company three years later, making him a millionaire before the age of 18. Dziabiak is also the founder of ShowClix, a ticket-distribution company he started while operating his own online record label. He served as the company's chief executive officer until 2012 when he stepped down to join The Zebra. His work as an entrepreneur also includes that of a mentor with AlphaLab, a seed-accelerator program for startup companies.	
Equal	http://dbpedia.org/resource/Kitaw_Ejigu	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/NASA	Kitaw Ejigu (Amharic: ቅጣው እጅጉ?; February 25, 1948 – January 13, 2006) was an Ethiopian American scientist who worked for **NASA** as Chief of Spacecraft and Satellite Systems engineer.	Kitaw Ejigu (Amharic: ቅጣው እጅጉ?; February 25, 1948 – January 13, 2006) was an Ethiopian American scientist who worked for NASA as Chief of Spacecraft and Satellite Systems engineer. He was also a political leader.	
Equal	http://dbpedia.org/resource/Hilary_Rosen	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/SKDKnickerbocker	She has worked for the public relations firm **SKDKnickerbocker** since 2010.	Hilary Beth Rosen (born 1958) is an American communications consultant, Democratic pundit, and former registered lobbyist. She worked for the Recording Industry Association of America (RIAA) for 16 years, including as CEO from 1998 to 2003. During the 2010 Deepwater Horizon oil spill, Rosen worked as a consultant to BP. She has worked for the public relations firm SKDKnickerbocker since 2010.	
Contains	http://dbpedia.org/resource/George_Alagiah	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BBC_News	Since 3 December 2007, he had been the sole presenter of the **BBC News** at Six and had also been the main presenter of GMT on BBC World News since its launch on 1 February 2010.	George Maxwell Alagiah, OBE (/ˌæləˈɡaɪə/ born 22 November 1955) is a British newsreader, journalist and television news presenter. Since 3 December 2007, he had been the sole presenter of the BBC News at Six and had also been the main presenter of GMT on BBC World News since its launch on 1 February 2010. He was also the main relief presenter for the BBC Ten O'Clock News and had held this role since its launch in 2000, making him the longest serving presenter of the flagship news programme.	
Equal	http://dbpedia.org/resource/Michael_Feldman_(consultant)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/The_Glover_Park_Group	He is a founding partner and managing director of **The Glover Park Group**, a communications, consulting and advocacy firm.	Michael Feldman (born October 14, 1968) is an American public relations and communications consultant and a former Democratic political adviser. Feldman was Vice President Al Gore’s traveling chief of staff during the 2000 presidential election campaign. He is a founding partner and managing director of The Glover Park Group, a communications, consulting and advocacy firm.	
Equal	http://dbpedia.org/resource/Patricia_Aufderheide	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/American_University	She is a University Professor at **American University** in Washington, D.C., where she has worked since 1989 and directed the Center for Social Media, later the Center for Media & Social Impact, beginning in 2000.	Patricia Ann Aufderheide is a scholar and public intellectual on media and social change, and an expert on fair use in media creation and scholarship. She is a University Professor at American University in Washington, D.C., where she has worked since 1989 and directed the Center for Social Media, later the Center for Media & Social Impact, beginning in 2000. She has received multiple awards and honors for her journalism and scholarship, including the John Simon Guggenheim Memorial Fellowship in 1994, and a Fulbright Research Fellowship in 1995, and a Distinguished Career Award in 2008 from the International Digital Media and Arts Association.	
Equal	http://dbpedia.org/resource/John_Shelton_Curtiss	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Duke_University	Curtiss was a longtime professor of history at **Duke University**.	John Shelton Curtiss (July 15, 1899 – December 27, 1983), was an American historian of Russia and historical scholar of old Yankee stock. Curtiss was a longtime professor of history at Duke University.	
Contains	http://dbpedia.org/resource/Kenneth_A._Dodge	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Duke_University	Kenneth Dodge is the William McDougall Professor of Public Policy and Professor of Psychology and Neuroscience at **Duke University** and the founding director of the **Duke University** Center for Child and Family Policy.	Kenneth Dodge is the William McDougall Professor of Public Policy and Professor of Psychology and Neuroscience at Duke University and the founding director of the Duke University Center for Child and Family Policy.	
Equal	http://dbpedia.org/resource/Sam_Potolicchio	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Georgetown_University	He serves as Director of Global and Custom Education at **Georgetown University** and Distinguished Professor and Department Chair of Political Communications at the Russian Presidential Academy of National Economy and Public Administration (RANEPA).	Sam Potolicchio (/pɒtɒˈlɪkɪɒ/) is a professor specializing in government, leadership and political communications. He serves as Director of Global and Custom Education at Georgetown University and Distinguished Professor and Department Chair of Political Communications at the Russian Presidential Academy of National Economy and Public Administration (RANEPA). Potolicchio is founder and President of the Preparing Global Leaders Forum (PGLF), an international leadership training program with campuses in Russia, Macedonia and Jordan.	
Equal	http://dbpedia.org/resource/Gertrude_Mary_Cox	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/North_Carolina_State_University	In 1940 Cox was appointed professor of statistics at **North Carolina State University** at Raleigh.	Gertrude Mary Cox (January 13, 1900 – October 17, 1978) was an influential American statistician and founder of the department of Experimental Statistics at North Carolina State University. She was later appointed director of both the Institute of Statistics of the Consolidated University of North Carolina and the Statistics Research Division of North Carolina State University. Her most important and influential research dealt with experimental design; she wrote an important book on the subject with W. G. Cochran. In 1949 Cox became the first female elected into the International Statistical Institute and in 1956 was President of the American Statistical Association. Gertrude Cox was born in Dayton, Iowa on January 13, 1900. She studied at Perry High School in Perry, Iowa, graduating in 1918. At this time she decided to become a deaconess in the Methodist Church and worked towards that end. However, in 1925, she decided to continue her education at Iowa State College in Ames where she studied mathematics and statistics and was awarded a B.S. in 1929 and a Master's degree in statistics in 1931. From 1931 to 1933 Cox undertook graduate studies in statistics at the University of California at Berkeley, then returned to Iowa State College as assistant in the Statistical Laboratory. Here she worked on the design of experiments. In 1939 she was appointed assistant professor of statistics at Iowa State College. In 1940 Cox was appointed professor of statistics at North Carolina State University at Raleigh. There she headed the new department of Experimental Statistics. In 1945 she became director of the Institute of Statistics of the Consolidated University of North Carolina, and the Statistics Research Division of the North Carolina State College which was run by William Gemmell Cochran. In the same year of 1945 Cox became the editor of Biometrics Bulletin and of Biometrics and she held this editorship for 10 years. In 1947 she was a founder member of the International Biometric Society. In 1950 she published a joint work with William Cochran, Experimental Design, which became the major reference work on the design of experiments for statisticians for years afterwards. In 1960 she took up her final post as Director of Statistics at the Research Triangle Institute in Durham, North Carolina. She held this post until she retired in 1965. Cox received many honours. In 1949 she became the first woman elected into the International Statistical Institute. In 1956 she was elected President of the American Statistical Association while in 1975 she was elected to the National Academy of Sciences.	
Equal	http://dbpedia.org/resource/Gertrude_Mary_Cox	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/North_Carolina_State_University	She was later appointed director of both the Institute of Statistics of the Consolidated University of North Carolina and the Statistics Research Division of **North Carolina State University**.	Gertrude Mary Cox (January 13, 1900 – October 17, 1978) was an influential American statistician and founder of the department of Experimental Statistics at North Carolina State University. She was later appointed director of both the Institute of Statistics of the Consolidated University of North Carolina and the Statistics Research Division of North Carolina State University. Her most important and influential research dealt with experimental design; she wrote an important book on the subject with W. G. Cochran. In 1949 Cox became the first female elected into the International Statistical Institute and in 1956 was President of the American Statistical Association. Gertrude Cox was born in Dayton, Iowa on January 13, 1900. She studied at Perry High School in Perry, Iowa, graduating in 1918. At this time she decided to become a deaconess in the Methodist Church and worked towards that end. However, in 1925, she decided to continue her education at Iowa State College in Ames where she studied mathematics and statistics and was awarded a B.S. in 1929 and a Master's degree in statistics in 1931. From 1931 to 1933 Cox undertook graduate studies in statistics at the University of California at Berkeley, then returned to Iowa State College as assistant in the Statistical Laboratory. Here she worked on the design of experiments. In 1939 she was appointed assistant professor of statistics at Iowa State College. In 1940 Cox was appointed professor of statistics at North Carolina State University at Raleigh. There she headed the new department of Experimental Statistics. In 1945 she became director of the Institute of Statistics of the Consolidated University of North Carolina, and the Statistics Research Division of the North Carolina State College which was run by William Gemmell Cochran. In the same year of 1945 Cox became the editor of Biometrics Bulletin and of Biometrics and she held this editorship for 10 years. In 1947 she was a founder member of the International Biometric Society. In 1950 she published a joint work with William Cochran, Experimental Design, which became the major reference work on the design of experiments for statisticians for years afterwards. In 1960 she took up her final post as Director of Statistics at the Research Triangle Institute in Durham, North Carolina. She held this post until she retired in 1965. Cox received many honours. In 1949 she became the first woman elected into the International Statistical Institute. In 1956 she was elected President of the American Statistical Association while in 1975 she was elected to the National Academy of Sciences.	
Equal	http://dbpedia.org/resource/Werner_Z._Hirsch	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_Los_Angeles		Werner Zvi Hirsch (1920-2009) was a German-born American economist. Born in small-town Germany, Hirsch emigrated to Mandatory Palestine (later known as Israel) to escape the Nazis in the late 1930s, where he attended the Hebrew University of Jerusalem. He emigrated to the United States in 1946 and received a PhD in Economics from the University of California, Berkeley in 1949. He was a Professor of Economics at the University of California, Los Angeles (UCLA) from 1963 to 1990. He was an expert on urban economics and higher education policy.	
Equal	http://dbpedia.org/resource/Albert_A._Murphree	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Florida	Murphree is the only person to have been the president of both of Florida's original state universities, the **University of Florida** and Florida State University, and he played an important role in the organization, growth and ultimate success of both institutions.	Albert Alexander Murphree (April 29, 1870 – December 20, 1927) was an American college professor and university president. Murphree was a native of Alabama, and became a mathematics instructor after earning his bachelor's degree. He later served as the third president of Florida State College (later renamed Florida State University) from 1897 to 1909, and the second president of the University of Florida from 1909 to 1927. Murphree is the only person to have been the president of both of Florida's original state universities, the University of Florida and Florida State University, and he played an important role in the organization, growth and ultimate success of both institutions.	
Equal	http://dbpedia.org/resource/Albert_Pattengill	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Michigan	For 40 years, Pattengill was also a leader in athletics at the **University of Michigan**.	Albert Henderson Pattengill (February 26, 1842 – March 16, 1906) was an American professor of Greek. For 40 years, Pattengill was also a leader in athletics at the University of Michigan. He played on Michigan's 1867 baseball team and was part of a three-person committee that selected "azure-blue and maize" as the university's colors. He was also one of the leaders behind the formation and early development of the Big Ten Conference.	
Equal	http://dbpedia.org/resource/Sarah_Thomason	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Michigan	She was named the William J. Gedney Collegiate Professor of Linguistics at the **University of Michigan** in 1999, and received the highest honor granted by the **University of Michigan** to its faculty by being named the Bernard Bloch Distinguished University Professor of Linguistics in 2016.	Sarah Grey Thomason (known as "Sally") is an American scholar of linguistics. She is a prolific contributor to academic journals and publications specializing in the field of linguistics, as well as a guest lecturer at different universities around the world and a speaker at international conferences. She was named the William J. Gedney Collegiate Professor of Linguistics at the University of Michigan in 1999, and received the highest honor granted by the University of Michigan to its faculty by being named the Bernard Bloch Distinguished University Professor of Linguistics in 2016. She was also Chair of the Department of Linguistics from 2010 to 2013. She is currently an associate editor for the Journal of Historical Linguistics, as well as part of the advisory board of the Journal of Language Contact. Sarah Thomason is best known for her work on language contact, historical linguistics, pidgins and creoles, Slavic Linguistics and typological universals. Thomason has worked since 1981 documenting Montana Salish, as well as with the Salish and Pend d'Oreille Culture Committee, compiling a dictionary and materials for the Salish-Pend d'Oreille language program. She is one of the Language Log bloggers. Sarah Thomason also has an interest in debunking linguistic pseudoscience, and has collaborated with publications such as the Skeptical Inquirer, The Encyclopedia of the Paranormal and American Speech, in regards to claims of xenoglossy.	
Equal	http://dbpedia.org/resource/Mark_Coeckelbergh	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Vienna	He is Professor of Philosophy of Media and Technology at the Department of Philosophy of the **University of Vienna** and Vice-President of the Society for Philosophy and Technology.	Mark Coeckelbergh (born 1975) is a Belgian philosopher of technology. He is Professor of Philosophy of Media and Technology at the Department of Philosophy of the University of Vienna and Vice-President of the Society for Philosophy and Technology. He also has an affiliation as Professor of Technology and Social Responsibility at De Montfort University in Leicester, UK. Before he was Managing Director of the 3TU Centre for Ethics and Technology and a member of the Philosophy Department of the University of Twente. He has lived and worked in Belgium, the UK, and the Netherlands. He is member of the editorial advisory boards of Techne, Journal of Information, Communication and Ethics in Society, and Journal of Posthuman Studies. He is the author of several books, including Growing Moral Relations (2012), Human Being @ Risk (2013), Environmental Skill (2015), and Money Machines (2015). He has also written many articles. He is best known for his work in philosophy of technology and ethics of robotics and artificial intelligence (AI), he has also published in the areas of moral philosophy and environmental philosophy.	
Equal	http://dbpedia.org/resource/Richard_T._Antoun	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Binghamton_University	He was a Professor Emeritus at **Binghamton University**.	Richard "Dick" T. Antoun (March 31, 1932, in Worcester, Massachusetts – December 4, 2009, in Vestal, New York) was an American anthropologist who specialized in Islamic and Middle Eastern studies. He was a Professor Emeritus at Binghamton University. His work centered on religion and the social organization of tradition in Islamic law and ethics, among other things. He was stabbed to death in his office at Binghamton University in December 2009; a Saudi graduate student pleaded guilty to killing him, and was sentenced to 15 years in prison.	
Equal	http://dbpedia.org/resource/Gary_D._Solis	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Georgetown_University_Law_Center	Gary D. Solis (born 1941) is a veteran of the U.S. Marine Corps and an Adjunct Professor of Law who teaches the laws of war at the **Georgetown University Law Center** and the George Washington University Law School.	Gary D. Solis (born 1941) is a veteran of the U.S. Marine Corps and an Adjunct Professor of Law who teaches the laws of war at the Georgetown University Law Center and the George Washington University Law School. He is a "hands-on" expert on salsa. He attended San Diego State University (B.A), the University of California, Davis School of Law (J.D.), George Washington University Law School (LL.M.), and the London School of Economics and Political Science (Ph.D.). Before his academic career, Solis served two tours of duty during the Vietnam War in the United States Marine Corps. He is a former military judge advocate and Marine prosecutor, who retired as a lieutenant colonel (O-5). He previously taught on the LSE's law faculty for three years, and served on the faculty of the Department of Law at the United States Military Academy (West Point). For six years he headed West Point's law of war program, in 2007 he was a Library of Congress scholar in residence, and he is on the teaching faculty of the International Institute of Humanitarian Law, in San Remo, Italy. Solis authored Marines and Military Law in Vietnam, as well as Son Thang: An American War Crime and The Law of Armed Conflict: International Humanitarian Law in War (Cambridge University Press 2010).	
Equal	http://dbpedia.org/resource/William_Mulholland	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Los_Angeles_Department_of_Water_and_Power		William Mulholland (September 11, 1855 – July 22, 1935) was responsible for building the infrastructure to provide a water supply that allowed Los Angeles to grow into one of the largest cities in the world. As the head of a predecessor to the Los Angeles Department of Water and Power, Mulholland designed and supervised the building of the Los Angeles Aqueduct, a 233-mile (375 km)-long system to move water from Owens Valley to the San Fernando Valley. The creation and operation of the aqueduct led to the disputes known as the California Water Wars. In March 1928, Mulholland's career came to an end when the St. Francis Dam failed just over 12 hours after he and his assistant gave it a safety inspection.	
Equal	http://dbpedia.org/resource/Mary_Jo_Nye	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Oregon_State_University	Mary Jo Nye (born December 5, 1944) is an American historian of science and Horning Professor in the Humanities emerita of the History Department at **Oregon State University**.	Mary Jo Nye (born December 5, 1944) is an American historian of science and Horning Professor in the Humanities emerita of the History Department at Oregon State University. She is known for her work on the relationships between scientific discovery and social and political phenomena.	
Equal	http://dbpedia.org/resource/John_Tytell	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Queens_College,_City_University_of_New_York		John Tytell (born May 17, 1939) is an American writer and academic, whose works on such literary figures as Jack Kerouac, Ezra Pound, Allen Ginsberg, Henry Miller, and William S. Burroughs, have made him both a leading scholar of the Beat Generation, and a respected name in literature in general. He has been a professor of English at Queens College, City University of New York since 1977. He was nominated for a Pulitzer Prize for his Ezra Pound: The Solitary Volcano (1987).	
Equal	http://dbpedia.org/resource/Deborah_McGuinness	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute		Deborah Louise McGuinness (born ca. 1960) is an American computer scientist and Professor at Rensselaer Polytechnic Institute where she holds an endowed chair in the Tetherless World Research Constellation. She is working in the field of artificial intelligence, specifically in knowledge representation and reasoning, description logics, the semantic web, explanation, and trust.	
Equal	http://dbpedia.org/resource/Jane_Ridley	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Buckingham	Jane Ridley (born 15 May 1953) is an English historian, biographer, author and broadcaster, and Professor of Modern History at the **University of Buckingham**.	Jane Ridley (born 15 May 1953) is an English historian, biographer, author and broadcaster, and Professor of Modern History at the University of Buckingham. Ridley won the Duff Cooper Prize in 2002 for The Architect and his Wife, a biography of her great-grandfather Edwin Lutyens.	
Equal	http://dbpedia.org/resource/Aira_Kemiläinen	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Helsinki	In 1961 she became Associate Professor at **University of Helsinki**, and became Professor at University of Jyväskylä as well in 1971.	Aira Tellervo Kemiläinen (4 August 1919 in Kuopio-10 July 2006 in Vesanto) was a Finnish historian who received her Ph.D. in 1957. In the 1950s and 1960s, Kemiläinen taught history at a number of different schools in Helsinki. In 1961 she became Associate Professor at University of Helsinki, and became Professor at University of Jyväskylä as well in 1971. She retired in 1986. Aira Kemiläinen was for the most part engaged in the study of European history of ideas, which resulted in books like Auffassung über die Sendung des deutschen Volkes (1956) and Nationalism (1966). Her other works include Suomalaiset, outo Pohjolan kansa (1993), which discusses theories about the Finns and their national identity, and Finns in the shadows of the 'Aryans' (1998).	
