number of equals = 1350
number of contains = 605
notInAbstractList = 8272
Appoaches:
	Sbj-Obj = 1564
	Pronoun-Obj = 391
Extraction:
	In Sentence = 1914
	In Paragraph = 41
Blank Sentences = 5
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		biochemist	http://dbpedia.org/resource/Rashad_Khalifa	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Biochemist	Rashad Khalifa (Arabic: رشاد خليفة‎‎; November 19, 1935 – January 31, 1990) was an Egyptian-American biochemist	Rashad Khalifa (Arabic: رشاد خليفة‎‎; November 19, 1935 – January 31, 1990) was an Egyptian-American biochemist, closely associated with the United Submitters International. He was assassinated on January 31, 1990.	
Equal	Abstract	In Sentence	Sbj-Obj		occultist	http://dbpedia.org/resource/Reuben_Swinburne_Clymer	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Occultist	Reuben Swinburne Clymer (November 25, 1878 - June 3, 1966) was an American occultist	Reuben Swinburne Clymer (November 25, 1878 - June 3, 1966) was an American occultist and modern Rosicrucian responsible for either reviving or creating the Fraternitas Rosae Crucis, perhaps the oldest continuing Rosicrucian organization in the Americas. He practiced alternative medicine, and wrote and published works on it as well as (his version of) the teachings of Paschal Beverly Randolph, sex magic, vegetarianism, religion, alchemy, and Spiritualism. This led to a number of conflicts with Harvey Spencer Lewis and the Ancient Mystical Order Rosae Crucis, FUDOSI, Aleister Crowley, and even the American Medical Association.	
Equal	Abstract	In Sentence	Sbj-Obj		surfer	http://dbpedia.org/resource/Rob_Machado	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Surfer	Machado (better known simply as Rob Machado) (born October 16, 1973, Sydney, Australia) is an Australian-born American professional surfer	Robert Edward Machado (better known simply as Rob Machado) (born October 16, 1973, Sydney, Australia) is an Australian-born American professional surfer from Cardiff-by-the-Sea, a community in Encinitas (San Diego County), California. Machado attended San Dieguito High School, and is known for his casual, "laid-back" style both in and out of the water. Though he rides a modern tri-fin shortboard, he is still considered a "soul-surfer" largely because of his soft-spoken, humble personality and his disinterest in the spotlight, along with his fluid surfing style, which has earned him the nickname "Mr. Smoothy." He is one of the best-known goofy-foot surfers in the world today. His style influences include Gerry Lopez and California's Taylor Lobdell, who he saw surfing on a soft top at River Jetties in 2002 and has tried to emulate his style ever since. Rob has won many of pro surfing's most prestigious contests, including Hawaii's Pipeline Masters (Triple Crown of Surfing), and the U.S. Open of Surfing, the largest surfing event held on the U.S. mainland. His 2006 win in that competition was only his latest at Huntington Beach, and it came on the heels of his victory at the 2006 Monster Energy Pro (also held at Pipeline) on Oahu's North Shore. Also, Rob was on the "West" team that won the 2006 Summer X Games surfing competition, called "The Game," held each year in Mexico. He is now retired from the WCT (World Championship Tour), but was among the top contenders until injuries began plaguing him in the past few years. Nevertheless, he's finished in the top three of the world in the year-end rankings twice. Since retiring, he has concentrated on a select few surfing competitions that are close to his heart.The surfing magazines and his videos and films keep him in the public eye. Rob hosts and participates in an annual event held at his home reef called the Rob Machado Surf Classic and Beach Fair, which is an amateur competition for the locals of all ages, and it includes demo sessions with Rob and other pros, as well as a lunchtime break when he talks with kids and gives them pointers. The competition crowns a King and Queen of the Reef for the best overall performances in a combination of surf-related events over the weekend. Currently, Rob is still frequently voted in surf magazine polls as readers' favorites, and has many sponsors, including Hurley, Reef, and Nixon. Machado is a very good friend of and served as an inspiration to quadriplegic surfer Jesse Billauer of the Life Rolls On Foundation. Just like Kelly Slater, he played "himself" in the 2007 animated picture, Surf's Up. Rob also starred in his own feature film released in the late 90s titled "Drifting". Additionally, Rob wrote and starred in the 2009 film, The Drifter. Machado was featured in Vogue magazine's summer issue (June 2010) with Blake Lively, in photographs which were taken in Cardiff and Encinitas, California. Machado is a 2011 inductee into the Surfing Walk of Fame in Huntington Beach, California in the surf champion category. In 2013, Rob married his current wife Sophie Vilardo and the two now have a son together. In 2014, Rob re-signed with long-term sponsor Reef who subsequently released another 'Rob Machado signature model' sandal. During 2014, Rob once again showed his support for environmental causes by taking part in a project that uses recycled foam to create surfboard blanks. Rob has often been outspoken about the impact surfboards have on our environment and this is another step taken toward not only increasing awareness among the general public, but by physically proving that if we use our creative minds there are alternatives out there to the wasteful process that takes place when making and discarding surfboards. In 2016 Rob will be collaborating with Firewire Surfboards (majority owned by Kelly Slater) to shape his own models. This comes off the back of his recent shaping experience with Machado creations boards. Machado's favorite wave is Cardiff Reef, Uluwatu	
Equal	Abstract	In Sentence	Sbj-Obj		televangelist	http://dbpedia.org/resource/Robert_H._Schuller	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Televangelist	Robert Harold Schuller (September 16, 1926 – April 2, 2015) was an American Christian televangelist	Robert Harold Schuller (September 16, 1926 – April 2, 2015) was an American Christian televangelist, pastor, motivational speaker, and author. In his five decades of television, Schuller was principally known for the weekly Hour of Power television program, which he began hosting in 1970 until his retirement in 2010. Schuller began broadcasting the program from the Neutra Sanctuary, with the encouragement of longtime friend Billy Graham after Schuller visited him in 1969. He was also the founder of the Crystal Cathedral in Garden Grove, California, where the Hour of Power program was later broadcast.	
Contains	Abstract	In Sentence	Pronoun-Obj		Best Supporting Actor	http://dbpedia.org/resource/Robert_Vaughn	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	(**he=Robert Vaughn**): he portrayed quiet, skittish gunman Lee in The Magnificent Seven, Major Paul Krueger in The Bridge at Remagen, the voice of Proteus IV, the computer villain of Demon Seed, Walter Chalmers in Bullitt, Ross Webster in Superman III, and war veteran Chester A. Gwynn in The Young Philadelphians which earned him a 1960 Academy Award nomination for Best Supporting Actor	Robert Francis Vaughn (born November 22, 1932) is an American actor noted for his stage, film and television work. His best-known TV roles include suave spy Napoleon Solo in the 1960s series The Man from U.N.C.L.E.; wealthy detective Harry Rule in the 1970s series The Protectors; and formidable General Hunt Stockwell in the 5th season of the 1980s series The A-Team. In film, he portrayed quiet, skittish gunman Lee in The Magnificent Seven, Major Paul Krueger in The Bridge at Remagen, the voice of Proteus IV, the computer villain of Demon Seed, Walter Chalmers in Bullitt, Ross Webster in Superman III, and war veteran Chester A. Gwynn in The Young Philadelphians which earned him a 1960 Academy Award nomination for Best Supporting Actor. As grifter and card shark Albert Stroller, Vaughn appeared in all but one of the 48 episodes of the British television drama series Hustle (2004–2012). From January to February 2012, he appeared in the long-running British soap opera Coronation Street as Milton Fanshaw, a love interest for Sylvia Goodwin, played by veteran English actress Stephanie Cole.	
Equal	Abstract	In Sentence	Sbj-Obj		composer	http://dbpedia.org/resource/Roger_Reynolds	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Composer	Roger Reynolds (born July 18, 1934) is a Pulitzer prize-winning American composer	Roger Reynolds (born July 18, 1934) is a Pulitzer prize-winning American composer. He is known for his capacity to integrate diverse ideas and resources, for the seamless blending of traditional musical sounds and those newly enabled by technology. His work responds to text of poetic (Beckett, Borges, Stevens, Ashbery) or mythological (Aeschylus, Euripides) origins. His reputation rests, in part, upon his “wizardry in sending music flying through space: whether vocal, instrumental, or computerized”. This signature feature first appeared in the notationally innovative theater piece, The Emperor of Ice-Cream (1961–62). During his early career, Reynolds worked in Europe and Asia, returning to the US in 1969 to accept an appointment in the music department at the University of California, San Diego. His leadership there established it as a state of the art facility – in parallel with Stanford, IRCAM, and MIT – a center for composition and computer music exploration. He has addressed the tradition with three symphonies, and four string quartets, works that have been performed internationally as well as in North America. Reynolds won early recognition with Fulbright, Guggenheim, National Endowment for the Arts, and National Institute of Arts and Letters awards. In 1989, he was awarded the Pulitzer Prize for a string orchestra composition, Whispers Out of Time, an extended work responding to John Ashbery’s ambitious Self-Portrait in a Convex Mirror. Reynolds is author of three books and numerous journal articles. In 2009 he was appointed University Professor, the first artist so honored by University of California. His work has been featured at festivals including Warsaw Autumn, the Proms and Edinburgh Festivals (UK), the Suntory International Series (Tokyo), the Helsinki and Venice biennales. The Library of Congress established a Special Collection of his work in 1998. His nearly 100 compositions to date are published exclusively by the C. F. Peters Corporation, and several dozen CDs and DVDs of his work have been commercially released. Performances by the Philadelphia, San Francisco, Los Angeles, and San Diego Symphonies, among others, preceded the most recent large-scale work, george WASHINGTON, written in honor of America' first president. This work knits together the Reynolds’s career-long interest in orchestra, text, extended musical forms, intermedia, and computer spatialization of sound. Reynolds’s work embodies an American artistic idealism reflecting the influence of Varèse and Cage, and has also been compared with that of Boulez and Scelsi. Reynolds lives with his partner of 50 years, Karen, in Del Mar, California, overlooking the Pacific.	
Contains	Abstract	In Sentence	Pronoun-Obj		Pulitzer Prize for Feature Writing	http://dbpedia.org/resource/Ron_Suskind	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Prize	(**he=Ron Suskind**): He won the 1995 Pulitzer Prize	Ronald Steven "Ron" Suskind (born November 20, 1959) is a Pulitzer Prize winning American journalist and best-selling author. He was the senior national affairs writer for The Wall Street Journal from 1993 to 2000 and has published the books A Hope in the Unseen, The Price of Loyalty, The One Percent Doctrine, The Way of the World, Confidence Men, and his memoir Life, Animated: A Story of Sidekicks, Heroes, and Autism. He won the 1995 Pulitzer Prize for Feature Writing for articles in the Wall Street Journal that became the starting point for his first book, A Hope in the Unseen. Suskind has written books on the George W. Bush Administration, the Barack Obama Administration, and related issues of the United States' use of power.	
Contains	Abstract	In Sentence	Pronoun-Obj		BAFTA Award for Best Actress in a Supporting Role	http://dbpedia.org/resource/Rosanna_Arquette	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Rosanna Arquette**): She was nominated for an Emmy Award for her performance in the 1982 TV film The Executioner's Song, and won the BAFTA Award for Best Actress	Rosanna Lisa Arquette (ro-SAH-nah; born August 10, 1959) is an American actress, film director, and producer. She was nominated for an Emmy Award for her performance in the 1982 TV film The Executioner's Song, and won the BAFTA Award for Best Actress in a Supporting Role for the 1985 film Desperately Seeking Susan. Her other film roles include After Hours (1985), The Big Blue (1988), Pulp Fiction (1994) and Crash (1996). She also directed the 2002 documentary Searching for Debra Winger, and starred from 2006 to 2007 on the ABC sitcom What About Brian?	
Equal	Abstract	In Sentence	Sbj-Obj		architect	http://dbpedia.org/resource/Samuel_Mockbee	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Architect	Samuel "Sambo" Mockbee (December 23, 1944 – December 30, 2001) was an American architect	Samuel "Sambo" Mockbee (December 23, 1944 – December 30, 2001) was an American architect and a co-founder of the Auburn University Rural Studio program in Hale County, Alabama.	
Contains	Abstract	In Sentence	Pronoun-Obj		Gemini Award for Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series	http://dbpedia.org/resource/Sandra_Oh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Sandra Oh**): She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress	Sandra Miju Oh (born July 20, 1971) is a Canadian actress known for her role as Dr. Cristina Yang on ABC's medical drama Grey's Anatomy, a role that earned her a Golden Globe, two Screen Actors Guild awards, as well as five nominations for Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series. She has also played notable roles in the feature films The Princess Diaries, Under the Tuscan Sun, Last Night, Sideways, and had a supporting role on the HBO original series Arli$$. Other films she has appeared in include The Night Listener, Sorry, Haters, Blindness, Bean, Wilby Wonderful, Hard Candy, and Rabbit Hole. She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress in a Leading Role and the Gemini Award for Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series respectively. She currently stars in the Refinery29 web series Shitty Boyfriends.	
Contains	Abstract	In Sentence	Pronoun-Obj		Genie Award for Best Performance by an Actress in a Leading Role	http://dbpedia.org/resource/Sandra_Oh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Sandra Oh**): She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress	Sandra Miju Oh (born July 20, 1971) is a Canadian actress known for her role as Dr. Cristina Yang on ABC's medical drama Grey's Anatomy, a role that earned her a Golden Globe, two Screen Actors Guild awards, as well as five nominations for Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series. She has also played notable roles in the feature films The Princess Diaries, Under the Tuscan Sun, Last Night, Sideways, and had a supporting role on the HBO original series Arli$$. Other films she has appeared in include The Night Listener, Sorry, Haters, Blindness, Bean, Wilby Wonderful, Hard Candy, and Rabbit Hole. She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress in a Leading Role and the Gemini Award for Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series respectively. She currently stars in the Refinery29 web series Shitty Boyfriends.	
Contains	Abstract	In Sentence	Sbj-Obj		Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series	http://dbpedia.org/resource/Sandra_Oh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Sandra Miju Oh (born July 20, 1971) is a Canadian actress known for her role as Dr. Cristina Yang on ABC's medical drama Grey's Anatomy, a role that earned her a Golden Globe, two Screen Actors Guild awards, as well as five nominations for Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series	Sandra Miju Oh (born July 20, 1971) is a Canadian actress known for her role as Dr. Cristina Yang on ABC's medical drama Grey's Anatomy, a role that earned her a Golden Globe, two Screen Actors Guild awards, as well as five nominations for Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series. She has also played notable roles in the feature films The Princess Diaries, Under the Tuscan Sun, Last Night, Sideways, and had a supporting role on the HBO original series Arli$$. Other films she has appeared in include The Night Listener, Sorry, Haters, Blindness, Bean, Wilby Wonderful, Hard Candy, and Rabbit Hole. She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress in a Leading Role and the Gemini Award for Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series respectively. She currently stars in the Refinery29 web series Shitty Boyfriends.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Sandra_Oh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Sandra Miju Oh (born July 20, 1971) is a Canadian actress	Sandra Miju Oh (born July 20, 1971) is a Canadian actress known for her role as Dr. Cristina Yang on ABC's medical drama Grey's Anatomy, a role that earned her a Golden Globe, two Screen Actors Guild awards, as well as five nominations for Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series. She has also played notable roles in the feature films The Princess Diaries, Under the Tuscan Sun, Last Night, Sideways, and had a supporting role on the HBO original series Arli$$. Other films she has appeared in include The Night Listener, Sorry, Haters, Blindness, Bean, Wilby Wonderful, Hard Candy, and Rabbit Hole. She starred in the acclaimed Asian Canadian films Double Happiness, The Diary of Evelyn Lau, and Long Life, Happiness & Prosperity the formers of which won her the Genie Award for Best Performance by an Actress in a Leading Role and the Gemini Award for Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series respectively. She currently stars in the Refinery29 web series Shitty Boyfriends.	
Equal	Abstract	In Sentence	Sbj-Obj		soprano	http://dbpedia.org/resource/Sarah_Brightman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Soprano	Sarah Brightman (born 14 August 1960) is an English classical crossover soprano	Sarah Brightman (born 14 August 1960) is an English classical crossover soprano, actress, musician, songwriter, and dancer. She has sung in many languages, including English, Spanish, French, Latin, German, Turkish, Italian, Russian, Mandarin Chinese, Japanese, and Catalan. Brightman began her career as a member of the dance troupe Hot Gossip and released several disco singles as a solo performer. In 1981, she made her West End musical theatre debut in Cats and met composer Andrew Lloyd Webber, whom she married. She went on to star in several West End and Broadway musicals, including The Phantom of the Opera, where she originated the role of Christine Daaé. The Original London Cast Album of the musical was released in CD format in 1987 and sold 40 million copies worldwide, making it the biggest-selling cast album of all time. After retiring from the stage and divorcing Lloyd Webber, Brightman resumed her music career with former Enigma producer Frank Peterson, this time as a classical crossover artist. She is often credited as the creator of this genre and remains among the most prominent performers, with worldwide sales of more than 30 million records and 2 million DVDs, establishing herself as the world's best-selling soprano of all time. Brightman's 1996 duet with the Italian tenor Andrea Bocelli, "Time to Say Goodbye", topped charts all over Europe and became the highest and fastest selling single of all time in Germany, where it stayed at the top of the charts for 14 consecutive weeks and sold over 3 million copies. It subsequently became an international success selling 12 million copies worldwide, making it one of the best-selling singles of all time. She has now collected over 180 gold and platinum sales awards in 38 different countries. In 2010 she was named by Billboard the 5th most influential and best-selling classical artist of the 2000s decade in the US and according to Nielsen SoundScan, she has sold 6.5 million albums in that country. Brightman is the first artist to have been invited twice to perform the theme song at the Olympic Games, first at the 1992 Barcelona Olympic Games where she sang "Amigos Para Siempre" with the Spanish tenor José Carreras with an estimated global audience of a billion people, and 16 years later in 2008 in Beijing, this time with Chinese singer Liu Huan, performing the song "You and Me" to an estimated 4 billion people worldwide. In 2012, Brightman was appointed as the UNESCO Artist for Peace for the period 2012–2014, for her "commitment to humanitarian and charitable causes, her contribution, throughout her artistic career, to the promotion of cultural dialogue and the exchanges among cultures, and her dedication to the ideals and aims of the Organization". Also, since 2010, Brightman is Panasonic's global brand ambassador. Apart from music, Brightman has begun a film career, making her debut in Repo! The Genetic Opera (2008), a rock opera-musical film directed by Darren Lynn Bousman, and in autumn 2011 and early 2012 Stephen Evans' "First Night", starring opposite Richard E. Grant. Brightman is the world's richest female classical performer with a fortune of £36m (about US$56m). In 2014, she began training for a journey to the International Space Station set for 2015.In May 2015, she postponed the flight until further notice, citing personal reasons. Brightman was awarded the decoration 'Cavaliere' in the Order of Merit of the Italian Republic on 2 June 2016.	
Equal	Abstract	In Sentence	Pronoun-Obj		soprano	http://dbpedia.org/resource/Sarah_Brightman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Soprano	(**she=Sarah Brightman**): She is often credited as the creator of this genre and remains among the most prominent performers, with worldwide sales of more than 30 million records and 2 million DVDs, establishing herself as the world's best-selling soprano	Sarah Brightman (born 14 August 1960) is an English classical crossover soprano, actress, musician, songwriter, and dancer. She has sung in many languages, including English, Spanish, French, Latin, German, Turkish, Italian, Russian, Mandarin Chinese, Japanese, and Catalan. Brightman began her career as a member of the dance troupe Hot Gossip and released several disco singles as a solo performer. In 1981, she made her West End musical theatre debut in Cats and met composer Andrew Lloyd Webber, whom she married. She went on to star in several West End and Broadway musicals, including The Phantom of the Opera, where she originated the role of Christine Daaé. The Original London Cast Album of the musical was released in CD format in 1987 and sold 40 million copies worldwide, making it the biggest-selling cast album of all time. After retiring from the stage and divorcing Lloyd Webber, Brightman resumed her music career with former Enigma producer Frank Peterson, this time as a classical crossover artist. She is often credited as the creator of this genre and remains among the most prominent performers, with worldwide sales of more than 30 million records and 2 million DVDs, establishing herself as the world's best-selling soprano of all time. Brightman's 1996 duet with the Italian tenor Andrea Bocelli, "Time to Say Goodbye", topped charts all over Europe and became the highest and fastest selling single of all time in Germany, where it stayed at the top of the charts for 14 consecutive weeks and sold over 3 million copies. It subsequently became an international success selling 12 million copies worldwide, making it one of the best-selling singles of all time. She has now collected over 180 gold and platinum sales awards in 38 different countries. In 2010 she was named by Billboard the 5th most influential and best-selling classical artist of the 2000s decade in the US and according to Nielsen SoundScan, she has sold 6.5 million albums in that country. Brightman is the first artist to have been invited twice to perform the theme song at the Olympic Games, first at the 1992 Barcelona Olympic Games where she sang "Amigos Para Siempre" with the Spanish tenor José Carreras with an estimated global audience of a billion people, and 16 years later in 2008 in Beijing, this time with Chinese singer Liu Huan, performing the song "You and Me" to an estimated 4 billion people worldwide. In 2012, Brightman was appointed as the UNESCO Artist for Peace for the period 2012–2014, for her "commitment to humanitarian and charitable causes, her contribution, throughout her artistic career, to the promotion of cultural dialogue and the exchanges among cultures, and her dedication to the ideals and aims of the Organization". Also, since 2010, Brightman is Panasonic's global brand ambassador. Apart from music, Brightman has begun a film career, making her debut in Repo! The Genetic Opera (2008), a rock opera-musical film directed by Darren Lynn Bousman, and in autumn 2011 and early 2012 Stephen Evans' "First Night", starring opposite Richard E. Grant. Brightman is the world's richest female classical performer with a fortune of £36m (about US$56m). In 2014, she began training for a journey to the International Space Station set for 2015.In May 2015, she postponed the flight until further notice, citing personal reasons. Brightman was awarded the decoration 'Cavaliere' in the Order of Merit of the Italian Republic on 2 June 2016.	
Equal	Abstract	In Sentence	Sbj-Obj		violinist	http://dbpedia.org/resource/Sarah_Chang	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Violinist	Sarah Chang (Korean: 장영주) (born Young Joo Chang, on December 10, 1980) is an American classical violinist	Sarah Chang (Korean: 장영주) (born Young Joo Chang, on December 10, 1980) is an American classical violinist. Recognized as a child prodigy, she first played as a soloist with the New York Philharmonic and the Philadelphia Orchestra in 1989. She enrolled at Juilliard School to study music, graduated in 1999, and continued university studies. Especially during the 1990s and 2000s, Chang had major roles as a soloist with many of the world's major orchestras.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Saúl_Lisazo	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Saúl Gustavo Lisazo Oscoidi (Spanish pronunciation: [saˈul liˈsaso]; born June 1, 1956 in Los Toldos, province of Buenos Aires in Argentina) is an Argentine actor	Saúl Gustavo Lisazo Oscoidi (Spanish pronunciation: [saˈul liˈsaso]; born June 1, 1956 in Los Toldos, province of Buenos Aires in Argentina) is an Argentine actor and ex-footballer.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Scott_Thompson_(comedian)	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Scott Thompson (born June 12, 1959) is a Canadian television actor	Scott Thompson (born June 12, 1959) is a Canadian television actor and comedian, best known for his time as a member of the comedy troupe The Kids in the Hall.	
Equal	Abstract	In Sentence	Sbj-Obj		businesswoman	http://dbpedia.org/resource/Stephanie_McMahon	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Businesswoman	Stephanie Marie McMahon Levesque (née McMahon; born September 24, 1976) is an American businesswoman	Stephanie Marie McMahon Levesque (née McMahon; born September 24, 1976) is an American businesswoman, professional wrestling valet, professional wrestler, minority owner, and the Chief Brand Officer (CBO) of WWE. A fourth-generation wrestling promoter as a member of the McMahon family, she has worked for WWE since she was a teenager (modeling T-shirts and other merchandise for various WWE catalogs) working her way up to receptionist, then in various front office jobs up to and including her current CBO position. She is the great-granddaughter of Roderick "Jess" McMahon, granddaughter of Vincent J. McMahon, daughter of WWE Chairman and CEO Vince McMahon and retired CEO/United States Senate candidate Linda McMahon, the younger sister of WWE part-owner/wrestler Shane McMahon, and wife of WWE executive/wrestler Paul "Triple H" Levesque. McMahon began appearing regularly on-air for WWE (then WWF as the World Wrestling Federation) in 1999 as a part of a storyline with The Undertaker. After a brief on-screen relationship with Test, she was engaged to Triple H—whom she married both on-screen and later in real life—which resulted in The McMahon-Helmsley Faction storyline. She has held the WWF Women's Championship once. In 2001, she was the on-screen owner of Extreme Championship Wrestling during The Invasion. The following year, she was the SmackDown General Manager, but stopped appearing regularly on television after an "I Quit" match with her father Vince. After only making sporadic appearances for several years, McMahon began appearing regularly on Raw in 2008 as the Raw brand general manager before disappearing once again. By mid-2013, McMahon returned to regular on-air appearances in the WWE, this time under the gimmick of an unctuous, judgmental, bullying owner along with on-screen chief operating officer, her husband, Triple H. From 2013 to 2016, they acted as a power couple known as "The Authority," making what were often shady decrees while claiming only to be concerned for "what's best for business," all the while romanticizing each other in the process with public displays of affection. The Authority would later expand into a stable with its co-leaders Triple H and herself. In April 2016, The Authority quietly disbanded. She is currently the on-screen commissioner of Raw. She now runs Monday Night Raw while her brother Shane McMahon runs Smackdown.	
Equal	Abstract	In Sentence	Sbj-Obj		judge	http://dbpedia.org/resource/Steven_Tyler	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Judge	Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer-songwriter, multi-instrumentalist, and former television music competition judge	Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer-songwriter, multi-instrumentalist, and former television music competition judge, best known as the lead singer of the Boston-based rock band Aerosmith, in which he also plays the harmonica, and occasional piano and percussion. He is known as the "Demon of Screamin'" due to his high screams and his wide vocal range. He is also known for his on-stage acrobatics. During his high-energy performances, Tyler usually dresses in bright, colorful outfits with his trademark scarves hanging from his microphone stand. In the 1970s, Tyler rose to prominence as the lead singer of Aerosmith, which released such milestone hard rock albums as Toys in the Attic and Rocks, along with a string of hit singles, including "Dream On", "Sweet Emotion" and "Walk This Way". In the late 1970s and early 1980s, Tyler had a heavy drug and alcohol addiction and the band's popularity waned. Tyler and bandmate Joe Perry became known as the "Toxic Twins" due to their drug abuse. In 1986, Tyler completed drug rehabilitation and Aerosmith rose to prominence again when Tyler and Perry joined Run–D.M.C. for a re-make of the classic Aerosmith song "Walk This Way", which became a Top 5 hit. Aerosmith subsequently launched a remarkable comeback with the multi-platinum albums Permanent Vacation, Pump, Get a Grip and Nine Lives, which produced a combined thirteen Top 40 singles and won the band numerous awards. During this time, the band embarked on their longest and most extensive concert tours, promoted their singles with conceptual music videos and made notable appearances in television, film and video games. In the wake of this success, Tyler emerged as one of the most enduring rock icons. Since the late 1980s, he has embarked on several solo endeavors including guest appearances on other artists' music (working with artists as diverse as Alice Cooper, Mötley Crüe, Santana, Pink and Keith Anderson), film and TV roles (including as a judge on American Idol and several cameo and guest appearances in other programs and films), authoring a bestselling book and solo work (including the Top 40 hit single "(It) Feels So Good" in 2011). While tension with his Aerosmith bandmates boiled in 2009 and 2010 after he fell off the stage at a concert, had a relapse with prescription drugs (which he successfully received treatment for in 2009), and signed on to American Idol without telling his bandmates, Tyler has continued to record music and perform with Aerosmith, after more than 46 years in the band. In May 2015, Tyler released the country single "Love Is Your Name", followed by the second single "Red, White & You" in January 2016; his debut solo album, We're All Somebody from Somewhere, was released on July 15, 2016. Tyler is included among Rolling Stone's 100 Greatest Singers. He was ranked 3rd on Hit Parader's Top 100 Metal Vocalists of All Time. In 2001, he was inducted into the Rock and Roll Hall of Fame with Aerosmith and in 2013, Tyler and his songwriting partner Joe Perry received the ASCAP Founders Award and were inducted into the Songwriters Hall of Fame.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Tessa_Allen	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Tessa Allen (born August 7, 1996) is an American actress	Tessa Allen (born August 7, 1996) is an American actress.	
