number of equals = 1612
number of contains = 51
notInAbstractList = 8396
Appoaches:
	Sbj-Obj = 855
	Pronoun-Obj = 808
Extraction:
	In Sentence = 1562
	In Paragraph = 101
Blank Sentences = 0
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Pronoun-Obj		Massachusetts Institute of Technology	http://dbpedia.org/resource/Vannevar_Bush	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Massachusetts_Institute_of_Technology	(**he=Vannevar Bush**): He joined the Department of Electrical Engineering at Massachusetts Institute of Technology	Vannevar Bush (/væˈniːvɑːr/ van-NEE-var; March 11, 1890 – June 28, 1974) was an American engineer, inventor and science administrator, who during World War II headed the U.S. Office of Scientific Research and Development (OSRD), through which almost all wartime military R&D was carried out, including initiation and early administration of the Manhattan Project. He is also known in engineering for his work on analog computers, for founding Raytheon, and for the memex, a hypothetical adjustable microfilm viewer with a structure analogous to that of hypertext. In 1945, Bush published the essay "As We May Think" in which he predicted that "wholly new forms of encyclopedias will appear, ready made with a mesh of associative trails running through them, ready to be dropped into the memex and there amplified". The memex influenced generations of computer scientists, who drew inspiration from its vision of the future. He was chiefly responsible for the movement that led to the creation of the National Science Foundation. For his master's thesis, Bush invented and patented a "profile tracer", a mapping device for assisting surveyors. It was the first of a string of inventions. He joined the Department of Electrical Engineering at Massachusetts Institute of Technology (MIT) in 1919, and founded the company now known as Raytheon in 1922. Starting in 1927, Bush constructed a differential analyzer, an analog computer with some digital components that could solve differential equations with as many as 18 independent variables. An offshoot of the work at MIT by Bush and others was the beginning of digital circuit design theory. Bush became vice president of MIT and dean of the MIT School of Engineering in 1932, and president of the Carnegie Institution of Washington in 1938. Bush was appointed to the National Advisory Committee for Aeronautics (NACA) in 1938, and soon became its chairman. As chairman of the National Defense Research Committee (NDRC), and later director of OSRD, Bush coordinated the activities of some six thousand leading American scientists in the application of science to warfare. Bush was a well-known policymaker and public intellectual during World War II, when he was in effect the first presidential science advisor. As head of NDRC and OSRD, he initiated the Manhattan Project, and ensured that it received top priority from the highest levels of government. In Science, The Endless Frontier, his 1945 report to the President of the United States, Bush called for an expansion of government support for science, and he pressed for the creation of the National Science Foundation.	
Equal	Abstract	In Sentence	Sbj-Obj		Oberlin College	http://dbpedia.org/resource/Robert_Andrews_Millikan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Oberlin_College	Millikan graduated from Oberlin College	Robert A. Millikan (March 22, 1868 – December 19, 1953) was an American experimental physicist honored with the Nobel Prize for Physics in 1923 for his measurement of the elementary electronic charge and for his work on the photoelectric effect. Millikan graduated from Oberlin College in 1891 and obtained his doctorate at Columbia University in 1895. In 1896 he became an assistant at the University of Chicago, where he became a full professor in 1910. In 1909 Millikan began a series of experiments to determine the electric charge carried by a single electron. He began by measuring the course of charged water droplets in an electric field. The results suggested that the charge on the droplets is a multiple of the elementary electric charge, but the experiment was not accurate enough to be convincing. He obtained more precise results in 1910 with his famous oil-drop experiment in which he replaced water (which tended to evaporate too quickly) with oil. In 1914 Millikan took up with similar skill the experimental verification of the equation introduced by Albert Einstein in 1905 to describe the photoelectric effect. He used this same research to obtain an accurate value of Planck’s constant. In 1921 Millikan left the University of Chicago to become director of the Norman Bridge Laboratory of Physics at the California Institute of Technology (Caltech) in Pasadena, California. There he undertook a major study of the radiation that the physicist Victor Hess had detected coming from outer space. Millikan proved that this radiation is indeed of extraterrestrial origin, and he named it "cosmic rays." As chairman of the Executive Council of Caltech (the school's governing body at the time) from 1921 until his retirement in 1945, Millikan helped to turn the school into one of the leading research institutions in the United States. He also served on the board of trustees for Science Service, now known as Society for Science & the Public, from 1921 to 1953.	
Equal	Abstract	In Sentence	Pronoun-Obj		Pembroke College, Cambridge	http://dbpedia.org/resource/Adam_Butler_(politician)	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Pembroke_College,_Cambridge	(**he=Adam Butler (politician)**): he read history and economics at Pembroke College, Cambridge	Sir Adam Courtauld Butler, DL (11 October 1931 – 9 January 2008) was a British Conservative Party politician, serving as an MP for 17 years and holding several junior ministerial offices. Butler was born at Halstead, the second of four children of Rab Butler and his wife, Sydney, only child of Samuel Courtauld. He was educated at Maidwell Hall prep school in Northamptonshire and Eton College. After National Service from 1949 to 1951 as a second lieutenant in the King's Royal Rifle Corps, he read history and economics at Pembroke College, Cambridge from 1951 to 1954 (where his grandfather, Sir Montagu Butler, had been Master). After graduating, he joined the Canadian Army for as a captain to serve as aide-de-camp to the Governor-General of Canada, Vincent Massey, for one year. His mother died of cancer in 1954, while he was in Canada. He returned to England in 1955, and he joined the family company, Courtaulds, working as a director of various subsidiaries. Butler became Member of Parliament for Bosworth in 1970, surprisingly defeating the sitting Labour Party MP, Woodrow Wyatt. He was first Conservative MP to represent the seat since the 1920s, and barely retained his seat at the two general elections in 1974. He served as Parliamentary Private Secretary to Joseph Godber, who was Minister of State in the Foreign Office and then at the Ministry of Agriculture, Fisheries and Food. He became a whip in 1974. After Margaret Thatcher became Conservative leader in 1975, Butler became one of her two Parliamentary Private Secretaries, along with John Stanley. After the Conservative victory at the 1979 general election, he served as Minister of State for Industry at the Department of Industry until 1981, and then as minister for economic development in Northern Ireland until 1984, where he called in the receivers at the De Lorean motorcar company, and finally as minister for defence procurement until 1985. He was sworn of the Privy Council in 1984, and knighted in 1986. He retired from Parliament at the 1987 general election, returning to Courtaulds. He was also a member of the Court of the Goldsmiths' Company and later chairman of the British Hallmarking Council from 1998 to 2004; chairman of the Samuel Courtauld Trustees, associated with the Courtauld Institute of Art, from 1989 to 2005; and chairman of the Airey Neave Trust from 1989 to 1999. He lived at his 200-acre (0.81 km2) farm at Lighthorne in Warwickshire. He became a Deputy Lieutenant of Warwickshire in 1993, and served as Vice Lord Lieutenant of Warwickshire from 1998 to 2005. He enjoyed field sports, and was chairman of the Warwickshire Hunt for 23 years. He also was member of the Countryside Animal Welfare Group, and campaigned to end the RSPCA's support for a hunting ban as a member of its council.	
Equal	Abstract	In Sentence	Pronoun-Obj		Princeton University	http://dbpedia.org/resource/Raymond_Smullyan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Princeton_University	(**he=Raymond Smullyan**): He then earned a BSc from the University of Chicago in 1955 and his Ph.D. from Princeton University	Raymond Merrill Smullyan (/ˈsmʌli.ən/; born May 25, 1919) is an American mathematician, concert pianist, logician, Taoist philosopher, and magician. Born in Far Rockaway, New York, his first career was stage magic. He then earned a BSc from the University of Chicago in 1955 and his Ph.D. from Princeton University in 1959. He is one of many logicians to have studied under Alonzo Church.	
Equal	Abstract	In Sentence	Pronoun-Obj		Princeton University	http://dbpedia.org/resource/Ted_Harris_(mathematician)	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Princeton_University	(**he=Ted Harris (mathematician)**): He received his Ph.D. at Princeton University	Theodore Edward "Ted" Harris (11 January 1919 – 3 November 2005) was an American mathematician known for his research on stochastic processes, including such areas as general state-space Markov chains (often now called Harris chains), the theory of branching processes and stochastic models of interacting particle systems such as thecontact process. The Harris inequality in statistical physics and percolation theory is named after him. He received his Ph.D. at Princeton University in 1947 under advisor Samuel Wilks. From 1947 until 1966 he worked for the RAND Corporation, heading their mathematics department from 1959 to 1965. From 1966 until retirement in 1989 he was Professor of Mathematics and Electrical Engineering at University of Southern California. He was elected to the United States National Academy of Sciences in 1988.	
Equal	Abstract	In Sentence	Pronoun-Obj		Princeton University	http://dbpedia.org/resource/Arthur_D._Levinson	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Princeton_University	(**he=Arthur D. Levinson**): He currently serves on the Board of Scientific Consultants of the Memorial Sloan Kettering Cancer Center, the Industrial Advisory Board of the California Institute for Quantitative Biosciences (QB3), the Advisory Council for the Princeton University	Arthur D. Levinson (born March 31, 1950) is an American businessman and is the current CEO of Calico (an Alphabet Inc. venture) and chairman of Apple Inc. (2011 to present). He is the former chief executive officer (1995 to 2009) and chairman (1999 to 2014) of Genentech. In addition to serving on the board of Apple Inc. (2000–present), Levinson serves on the board of directors of the Broad Institute (affiliated with MIT and Harvard). Previously, Levinson had served on the board of directors at F. Hoffmann-La Roche (2010-2014), NGM Biopharmaceuticals (2009-2014), and Amyris Biotechnologies (2009-2014). He currently serves on the Board of Scientific Consultants of the Memorial Sloan Kettering Cancer Center, the Industrial Advisory Board of the California Institute for Quantitative Biosciences (QB3), the Advisory Council for the Princeton University Department of Molecular Biology and the Advisory Council for the Lewis-Sigler Institute for Integrative Genomics.	
Equal	Abstract	In Sentence	Sbj-Obj		Stockholm University	http://dbpedia.org/resource/Svante_Arrhenius	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Stockholm_University	Arrhenius equation, Arrhenius definition of an acid, lunar crater Arrhenius, the mountain of Arrheniusfjellet and the Arrhenius Labs at Stockholm University	Svante August Arrhenius (19 February 1859 – 2 October 1927) was a Swedish scientist, originally a physicist, but often referred to as a chemist, and one of the founders of the science of physical chemistry. He received the Nobel Prize for Chemistry in 1903, becoming the first Swedish Nobel laureate, and in 1905 became director of the Nobel Institute where he remained until his death. The Arrhenius equation, Arrhenius definition of an acid, lunar crater Arrhenius, the mountain of Arrheniusfjellet and the Arrhenius Labs at Stockholm University are named after him.	
Equal	Abstract	In Sentence	Pronoun-Obj		Ananda College	http://dbpedia.org/resource/Basil_Rajapaksa	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Ananda_College	(**his=Basil Rajapaksa**): his older brother serves as the Speaker of the Parliament of Sri Lanka.He had his secondary education at Isipathana College and Ananda College	Basil Rohana Rajapaksa (known as Basil Rajapaksa) is a Sri Lankan politician and a member of parliament for the Gampaha District. He was the previous National Organizer of Sri Lanka Freedom Party and former Cabinet Minister of Economic Development in President Mahinda Rajapakse's Government. He served as a presidential senior advisor and member of parliament from the national list in the first Rajapaksa administration. He was elected to parliament in April 2010, obtaining the highest number of preferential votes in the county at the 2010 general election. Rajapaksa was subsequently appointed Cabinet Minister of Economic Development. He hails from a well known political family in Sri Lanka. His father, D. A. Rajapaksa, was a prominent politician, independence agitator, Member of Parliament and Cabinet Minister of Agriculture and Land in Wijeyananda Dahanayake's government. He is a younger brother of the former president Mahinda Rajapaksa and another brother, Gothabaya Rajapaksa, was the powerful defense secretary in the Mahinda Rajapaksa government. Furthermore, his older brother serves as the Speaker of the Parliament of Sri Lanka.He had his secondary education at Isipathana College and Ananda College Colombo.On 11 January 2015, immediately after Mahinda Rajapksa lost the presidential election, Basil Rajapaksa left Sri Lanka to the United States, where he is a naturalized citizen. After returning on 21 April 2015, he was arrested by the Sri Lankan authorities for misappropriation of funds.	
Equal	Abstract	In Sentence	Sbj-Obj		Pontifical Bolivarian University	http://dbpedia.org/resource/Rodolfo_Campo_Soto	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Pontifical_Bolivarian_University	Rodolfo Campo Soto (born August 15, 1942) is a Colombian politician and Mechanical engineer from the Pontifical Bolivarian University	Rodolfo Campo Soto (born August 15, 1942) is a Colombian politician and Mechanical engineer from the Pontifical Bolivarian University. Campo Soto became the first elected Mayor of Valledupar in 1992, and was reelected again for a second term in 1998.	
Equal	Abstract	In Paragraph	Sbj-Obj		Eton College	http://dbpedia.org/resource/Alexander_Ramsay_of_Mar	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Eton_College	Ramsay was born Alexander Arthur Alfonso David Maule Ramsay on 21 December 1919 at Clarence House, then the London residence of his maternal grandfather, the Duke of Connaught. He (along with his cousin Viscount Lascelles, later 7th Earl of Harewood) acted as a page of honour during the coronation of King George VI and Queen Elizabeth. After leaving Eton College	Ramsay was born Alexander Arthur Alfonso David Maule Ramsay on 21 December 1919 at Clarence House, then the London residence of his maternal grandfather, the Duke of Connaught. He (along with his cousin Viscount Lascelles, later 7th Earl of Harewood) acted as a page of honour during the coronation of King George VI and Queen Elizabeth. After leaving Eton College the same year, he received commission in the Grenadier Guards. Ramsay saw active service in North Africa during World War II. He lost his right leg during a tank battle at Tunisia in 1943. In 1944, he joined the staff of his cousin, The Duke of Gloucester, who was then Governor-General of Australia. Upon returning to Britain in 1947, he was informed that he would inherit Mar Lodge and its estates from his aunt, Princess Arthur of Connaught. In preparation for this role, he read agriculture at Trinity College, Cambridge. After graduating in 1952, he worked for three years as assistant factor on the Linlithgow estates at South Queensferry. Ramsay inherited the Mar estate in 1959. At that point, Lord Lyon King of Arms allowed him to add the designation "of Mar" to his name. Part of the estate had to be sold to pay inheritance tax and became Mar Lodge Estate. In 1956, Ramsay married Flora Fraser (born 18 October 1930), the only daughter of Alexander Fraser, 20th Lord Saltoun and chief of the Name of Fraser. His wife succeeded her father as the 21st Lady Saltoun and chief of the Name of Fraser in her own right in 1979. Thereafter, they resided at wife's family seat, Cairnbulg Castle at Fraserburgh, in Aberdeenshire. In 1971, he became the Deputy Lord Lieutenant for Aberdeenshire. Although the Ramsays of Mar had no royal titles and carried out no public duties, they were regarded as members of the extended British Royal Family, attending most major royal events. Alexander Ramsay of Mar died on the eve of his eighty-first birthday. At the time of his death, he was one of five surviving great-grandchildren of Queen Victoria (the other four being Count Sigvard Bernadotte (1907–2002), Infanta Beatriz of Spain (1909–2002), Lady Katherine Brandram (1913–2007) and Count Carl Johan Bernadotte (1916–2012).	
Equal	Abstract	In Sentence	Sbj-Obj		Johns Hopkins University	http://dbpedia.org/resource/Michael_Bloomberg	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Johns_Hopkins_University	Bloomberg also served as Chairman of the Board of Trustees at his alma mater, Johns Hopkins University	Michael Rubens "Mike" Bloomberg (born February 14, 1942) is an American business magnate, politician, and philanthropist. Bloomberg is the founder, CEO, and owner of Bloomberg L.P., the global financial data and media company that bears his name, and is notable for its Bloomberg Terminal, which is widely used by investment professionals around the world. He began his career at the securities brokerage Salomon Brothers, before forming his own company in 1981 and spending the next twenty years as its Chairman and CEO. Bloomberg also served as Chairman of the Board of Trustees at his alma mater, Johns Hopkins University, from 1996 to 2002. Bloomberg served as the 108th Mayor of New York City, holding office for three consecutive terms, beginning with his first election in 2001. A Democrat before seeking elective office, Bloomberg switched his party registration in 2001 to run for Mayor as a Republican. Bloomberg defeated opponent Mark Green in a close election held just weeks after the September 11 terrorist attacks. Bloomberg won a second term in 2005, and left the Republican Party two years later. Bloomberg campaigned to change the city's term limits law, and was elected to his third term in 2009 as an Independent candidate on the Republican ballot line. Bloomberg was frequently mentioned as a possible candidate for the U.S. Presidential elections in 2008, and 2012, as well as for Governor of New York in 2010. He declined to seek either office, opting to continue serving as the Mayor of New York City. On January 1, 2014, Bill de Blasio succeeded Bloomberg as the Mayor of New York City. After a brief stint as a full-time philanthropist, Bloomberg re-assumed the position of CEO at Bloomberg L.P. by the end of 2014. On March 7, 2016, Bloomberg announced that he would not run as a third party candidate in the 2016 U.S. presidential election despite widespread speculation that he would, and later endorsed Democratic nominee Hillary Clinton for president.	
Equal	Abstract	In Sentence	Sbj-Obj		Johns Hopkins University	http://dbpedia.org/resource/Spiro_Agnew	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Johns_Hopkins_University	Agnew was born in Baltimore, Maryland, and was a graduate of Johns Hopkins University	Spiro Theodore Agnew (/ˈspɪroʊ ˈæɡnuː/; November 9, 1918 – September 17, 1996) was an American politician who served as the 39th Vice President of the United States from 1969 to 1973, under President Richard Nixon. Agnew was born in Baltimore, Maryland, and was a graduate of Johns Hopkins University and University of Baltimore School of Law. He was drafted into the United States Army in 1941, serving as an officer during the Second World War, and was recalled for service during the Korean War in 1950. Agnew worked as an aide for U.S. Representative James Devereux before he was appointed to the Baltimore County Board of Zoning Appeals in 1957. In 1960, he lost an election for the Baltimore City Circuit Court, but in 1962 was elected Baltimore County Executive. In 1966, Agnew was elected the 55th Governor of Maryland, defeating his Democratic opponent George P. Mahoney. He was the first Greek American to hold the position, serving between 1967 and 1969. At the 1968 Republican National Convention, Agnew, who had earlier been asked to place Richard Nixon's name in nomination, was selected in private by Nixon and his campaign staff. He was then presented to the convention delegates for nomination for Vice President and ran alongside Nixon in the Presidential Election of 1968. Nixon and Agnew defeated the incumbent Vice President, Hubert Humphrey (formerly long-time Senator from Minnesota) and Senator Edmund Muskie from Maine. In 1972, Nixon and Agnew were reelected for a second term, defeating Senator George McGovern from South Dakota and Ambassador Sargent Shriver from Maryland. In 1973, Agnew was investigated by the United States Attorney for the District of Maryland on charges of extortion, tax fraud, bribery, and conspiracy. He was charged with having accepted bribes totaling more than $100,000 while holding office as Baltimore County Executive, Governor of Maryland, and Vice President. On October 10 that same year, Agnew was allowed to plead no contest to a single charge that he had failed to report $29,500 of income received in 1967, with the condition that he resign the office of Vice President. Nixon later replaced Agnew by appointing House Minority Leader Gerald Ford as Vice President. The following year, when Nixon resigned from the White House due to the Watergate scandal, Ford ascended to the presidency. Agnew was the second Vice President in United States history to resign, the other being John C. Calhoun, and the only one to do so because of criminal charges. Nearly ten years after leaving office, Agnew paid the state of Maryland nearly $270,000 as a result of a civil suit that stemmed from the bribery allegations. In describing Agnew, Garry Wills borrows the backhanded compliment once paid Coolidge by H.L. Mencken: "No man ever came to market with less seductive goods, and no man ever got a better price for what he had to offer." Agnew is widely considered by historians to be among the worst Vice Presidents in the history of the United States.	
Equal	Abstract	In Sentence	Sbj-Obj		Johns Hopkins University	http://dbpedia.org/resource/Thomas_Hunt_Morgan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Johns_Hopkins_University	Morgan received his Ph.D. from Johns Hopkins University	Thomas Hunt Morgan (September 25, 1866 – December 4, 1945) was an American evolutionary biologist, geneticist, embryologist, and science author who won the Nobel Prize in Physiology or Medicine in 1933 for discoveries elucidating the role that the chromosome plays in heredity. Morgan received his Ph.D. from Johns Hopkins University in zoology in 1890 and researched embryology during his tenure at Bryn Mawr. Following the rediscovery of Mendelian inheritance in 1900, Morgan began to study the genetic characteristics of the fruit fly Drosophila melanogaster. In his famous Fly Room at Columbia University, Morgan demonstrated that genes are carried on chromosomes and are the mechanical basis of heredity. These discoveries formed the basis of the modern science of genetics. During his distinguished career, Morgan wrote 22 books and 370 scientific papers. As a result of his work, Drosophila became a major model organism in contemporary genetics. The Division of Biology which he established at the California Institute of Technology has produced seven Nobel Prize winners.	
Equal	Abstract	In Sentence	Pronoun-Obj		London School of Economics	http://dbpedia.org/resource/Alok_Bhargava	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/London_School_of_Economics	(**he=Alok Bhargava**): He studied mathematics at Delhi University and economics and econometrics at the London School of Economics	Alok Bhargava (born 13 July 1954, Alwar, India) is an Indian-American econometrician. He studied mathematics at Delhi University and economics and econometrics at the London School of Economics. He is currently a full professor at the University of Maryland School of Public Policy.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Florida	http://dbpedia.org/resource/Carlos_Alvarez_(professor)	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Florida	(**he=Carlos Alvarez (professor)**): He was granted citizenship in 1972, and has a PhD in clinical psychology from the University of Florida	Carlos Manuel Alvarez (born 1944) is an associate professor of educational leadership and policy studies at Florida International University who, along with his second wife Elsa, was charged in January 2006 with treason. Alvarez was born in Cárdenas, Cuba, and moved to the United States in 1961. He was granted citizenship in 1972, and has a PhD in clinical psychology from the University of Florida. In mid-2005, he admitted to spying on the Cuban exile community, notably the Cuban-American National Foundation and Brothers to the Rescue organizations, on behalf of Cuba's General Intelligence Directorate. He was arrested in January 2006, and pleaded guilty to conspiracy. On February 27, 2007 he was sentenced to five years in prison.	
